Taxon,Brachymyrmex cordemoyi,Camponotus maculatus,Cardiocondyla emeryi,Hypoponera mu03,Hypoponera punctatissima,Monomorium floricola,Nylanderia bourbonica,Pheidole indica,Pheidole megacephala,Pheidole parva,Strumigenys simoni,Syllophopsis sechellensis,Tapinoma melanocephalum,Tapinoma subtile,Technomyrmex pallipes,Technomyrmex vitiensis,Tetramorium simillimum
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pheidole megacephala,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Pheidole megacephala,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Pheidole megacephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Pheidole megacephala,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Pheidole megacephala,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Pheidole megacephala,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Pheidole megacephala,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Pheidole megacephala,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Pheidole megacephala,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole megacephala,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Pheidole megacephala,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Pheidole megacephala,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pheidole megacephala,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
Pheidole parva,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole parva,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole parva,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole parva,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole parva,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole parva,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pheidole parva,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheidole parva,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pheidole parva,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pheidole parva,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pheidole parva,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strumigenys simoni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Strumigenys simoni,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Strumigenys simoni,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Strumigenys simoni,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Strumigenys simoni,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Strumigenys simoni,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Strumigenys simoni,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Strumigenys simoni,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Strumigenys simoni,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Syllophopsis sechellensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapinoma melanocephalum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tapinoma subtile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tapinoma subtile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Tapinoma subtile,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Tapinoma subtile,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Tapinoma subtile,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Tapinoma subtile,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Tapinoma subtile,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Technomyrmex pallipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technomyrmex vitiensis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Technomyrmex vitiensis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Technomyrmex vitiensis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Technomyrmex vitiensis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Technomyrmex vitiensis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technomyrmex vitiensis,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Technomyrmex vitiensis,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Technomyrmex vitiensis,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Technomyrmex vitiensis,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Technomyrmex vitiensis,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tetramorium simillimum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tetramorium simillimum,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Tetramorium simillimum,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Tetramorium simillimum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tetramorium simillimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tetramorium simillimum,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Tetramorium simillimum,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
